,Name Kiste,Medientyp (Konvulut),Ressourcentyp,Titel (Konvulut),Beschreibung Konvolut,Ausstellungstitel 1,Untertitel 1,Ausstellung (GND),Ausstellungstitel 2,Untertitel 2,Ausstellungstyp 1,Ausstellungskategorie 1,Ausstellungstyp 2,Ausstellungskategorie ,Serie/Veranstaltungsreihe,Serie/Veranstaltungsreihe (GND),Genre 1,Genre 1 (GND),Genre 2,Genre 2 (GND),Genre 3,Genre 3 (GND),Genre 4,Genre 4 (GND),Genre 5,Genre 5 (GND),Ort der Ausstellung (geografisch) 1,Ort der Ausstellung (geografisch) 1 (GND),Ort der Ausstellung (geografisch) 2,Ort der Ausstellung (geografisch) 2 (GND),Ort der Ausstellung (geografisch) 3,Ort der Ausstellung (geografisch) 3 (GND),Ort der Ausstellung (geografisch) 4,Ort der Ausstellung (geografisch) 4 (GND),Ort der Ausstellung (Institution) 1,Ort der Ausstellung (Institution) (GND)1,Ort der Ausstellung (Institution) 2,Ort der Ausstellung (Institution) 3,Ort der Ausstellung (Institution) 4,Ort der Ausstellung (Institution) 5,Ort der Ausstellung (Institution) 6,Ort der Ausstellung (Institution) 7,Aktuell Ort der Ausstellung (Institution) 1,Aktuell Ort der Ausstellung (Institution) 2,Aktuell Ort der Ausstellung (Institution) 3,Erscheinungsort,Originaltitel,Beteiligte Person 1 (Name),Beteiligte Person 1 (GND-Nummer),Beteiligte Person 1 (Rolle 1),Beteiligte Person 1 (Rolle 2),Beteiligte Person 2 (Name),Beteiligte Person 2 (GND-Nummer),Beteiligte Person 2 (Rolle 1),Beteiligte Person 3,Rolle,Beteiligte Person 4,Rolle,Beteiligte Person 5,Rolle,Beteiligte Person 6,Rolle,Beteiligte Person 7,Rolle,Beteiligte Person 7,Rolle,Beteiligte Person 8,Rolle,Beteiligte Person 9,Rolle,Beteiligte Person 10,Rolle,Beteiligte Person 11,Rolle,Beteiligte Person 12,Rolle,Beteiligte Person 13,Rolle,Beteiligte Person 14,Rolle,Beteiligte Person 15,Rolle,Beteiligte Person 16,Rolle,Beteiligte Person 17,Rolle,Beteiligte Person 18,Rolle,Beteiligte Person 19,Rolle,Beteiligte Person 20,Rolle,Beteiligte Person 21,Rolle,Beteiligte Person 22,Rolle,Beteiligte Person 23,Rolle,Beteiligte Person 24,Rolle,Beteiligte Person 25,Rolle,Beteiligte Person 26,Rolle,Beteiligte Person 27,Rolle,Beteiligte Person 28,Rolle,Beteiligte Person 29,Rolle,Beteiligte Person 30,Rolle,Beteiligte Person 31,Rolle,Beteiligte Person 32,Rolle,Beteiligte Person 33,Rolle,Beteiligte Person 34,Rolle,Beteiligte Person 35,Rolle,Beteiligte Person 36,GND,Rolle,Beteiligte Person 37,Rolle,Beteiligte Person 38,Rolle,Beteiligte Person 39,Rolle,Beteiligte Person 40,Rolle,Beteiligte Person 41,Rolle,Beteiligte Person 42,Rolle,Beteiligte Person 43,Rolle,Beteiligte Person 44,Rolle,Beteiligte Person 45,Rolle,Beteiligte Person 46,Rolle,Beteiligte Person 47,Rolle,Beteiligte Person 48,Rolle,Beteiligte Person 49,Rolle,Beteiligte Person 50,Rolle,Beteiligte Person 51,Rolle,Beteiligte Person 52,Rolle,Beteiligte Person 53,Rolle,Beteiligte Person 54,Rolle,Beteiligte Körperschaft 1,Rolle,Beteiligte Körperschaft 2,,Viaf,Rolle,Beteiligte Körperschaft 3,Rolle,Beteiligte Körperschaft 4,Rolle,Beteiligte Körperschaft 5,Rolle,Beteiligte Körperschaft 6,Rolle,Beteiligte Körperschaft 7,Rolle,Beteiligte Körperschaft 8,Rolle,Aktuell Beteiligte Körperschaft 1,Aktuell Beteiligte Körperschaft 2,Aktuell Beteiligte Körperschaft 3,Zusatz Beteiligte Körperschaft 1,Datierung,Widmung F. C. Gundlach,Widmung Andere,Ausstellungsdatum (von...) 1,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 1,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 1",Tag,Monat,Jahr,Ausstellungsdatum (von...) 2,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 2,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 2",Tag,Monat,Jahr,Ausstellungsdatum (von...) 3,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 3,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 3",Tag,Monat,Jahr,Ausstellungsdatum (von...) 4,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 4,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 4",Tag,Monat,Jahr,Schlagwort 1,Schlagwort 2,Schlagwörter 3,Schlagwörter 4,Schlagwort 5,Schlagwort 6,Beschreibung,Sprache 1,Sprache 2,Sprache 3,Signatur,RVK-Notation,K10PlusPPN,SWB-ID,Sachgebiet/SSG Nummer/FID-Kennzeichen ,Permalink,DOI-Digitalisat ,Weblink/URL,Ressource
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"André Kertész - Perception: A Selection of Exceptional Vintage Photographs, Howard Greenberg Gallery, 28.1.2005 -  5.3.2005",André Kertész - Perception,A Selection of Exceptional Vintage Photographs,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Kertész, André",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,28,1,2005,,5,3,2005,Vernissage,27,1,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Leon Levinstein - Obsession, Howard Greenberg Gallery, 28.1.2005 -  5.3.2005",Leon Levinstein - Obsession,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Levinstein, Leon",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,28,1,2005,,5,3,2005,Vernissage,27,1,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Dave Heath - Korea, Howard Greenberg Gallery, 28.1.2005 -  5.3.2005",Dave Heath - Korea,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Heath, Dave",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,28,1,2005,,5,3,2005,Vernissage,27,1,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Circus - Sarah Moon, Howard Greenberg Gallery, 10.12.2004 -  22.1.2005",Circus - Sarah Moon,,,,,Einzelausstellung,Sonderausstellung,,,,,Medienkunst,,Fotografie,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Moon, Sarah",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,10,12,2004,,22,1,2005,Vernissage,9,12,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Medienkunst,Fotografie,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Art Photography in Japan 1920-1940, Howard Greenberg Gallery, 21.3.2003 -  3.5.2003",Art Photography in Japan 1920-1940,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Yoshiro, Hirogane",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,"Charles Schwartz, LTD.",Kooperationspartner,,,,,,,,,,,,,,,,,,,,,,,21,3,2003,,3,5,2003,Vernissage,20,3,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Gordon Parks - Moments Without Proper Names, Howard Greenberg Gallery, 27.1.2006 -  11.3.2006",Gordon Parks - Moments Without Proper Names,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Parks, Gordon",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,27,1,2006,,11,3,2006,Vernissage,26,1,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"George Platt Lynes - Young Modernist C. 1928, Howard Greenberg Gallery, 28.10.2005 -  3.12.2005",George Platt Lynes - Young Modernist C. 1928,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Lynes, George Platt",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,28,10,2005,,3,12,2005,Vernissage,27,10,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Arnold Newman - Sessions, Howard Greenberg Gallery, 9.5.2003 -  14.6.2003",Arnold Newman - Sessions,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Newman, Arnold",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,9,5,2003,,14,6,2003,Vernissage,8,5,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Paul Strand - Northern Africa 1959-1963, Howard Greenberg Gallery, 26.11.2008 -  10.1.2009",Paul Strand - Northern Africa 1959-1963,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Strand, Paul",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,26,11,2008,,10,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Jessica Lange - Photographs, Howard Greenberg Gallery, 26.11.2008 -  10.1.2009",Jessica Lange - Photographs,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Lange, Jessica",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,26,11,2008,,10,1,2009,Vernissage,10,12,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Paul Strand, Howard Greenberg Gallery, 31.1.2003 -  15.3.2003",Paul Strand,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Strand, Paul",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,31,1,2003,,15,3,2003,Vernissage,30,1,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Howard Greenberg Gallery],"Charles Marville - Streetlamps of Paris, Howard Greenberg Gallery, 28.10.2005 -  3.12.2005",Charles Marville - Streetlamps of Paris,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Howard Greenberg Gallery,,,,,,,,,,,,,"Marville, Charles",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Greenberg Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,28,10,2005,,3,12,2005,Vernissage,27,10,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Contemporary Art, Phillips de Pury & Company, 4.5. -  11.5.",Contemporary Art,,,,,Gruppenausstellung,Sonderausstellung,,,,,Malerei,,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Dumas, Marlene",,Maler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,11,5,,Auktion,11,5,,,,,,,,,,Auktion,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Malerei,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Design, Phillips de Pury & Company, 2.6. -  7.6.",Design,,,,,Gruppenausstellung,Sonderausstellung,,,,,Design,,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Newson, Marc",,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,7,6,,Vernissage,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Design,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Contemporary Art & 14 Duchamp Readymades, Phillips de Pury & Company",Contemporary Art & 14 Duchamp Readymades,,,,,Gruppenausstellung,Sonderausstellung,,,,,Design,,Objektkunst,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Noble, Tim",,Künstler:in,,"Webster, Sue",Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preview,9,5,,,,,,,,,,Auktion,13,5,,,,,,,,,,Auktion,14,5,,,,,,,,,,,,,,Flyer,Design,Objektkunst,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Contemporary Art and 20-21st Century Design Art and Photographs, Phillips de Pury & Company",Contemporary Art and 20-21st Century Design Art and Photographs,,,,,Gruppenausstellung,Sonderausstellung,,,,,Objektkunst,,Design,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Hammons, David",,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preview,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Objektkunst,Design,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Photographs - An Invitation to Cosign for Spring 2006, Phillips de Pury & Company",Photographs - An Invitation to Cosign for Spring 2006,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Friedlander, Lee",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Enzo Cucchi - Salute, Phillips de Pury & Company, 21.9. -  21.10.",Enzo Cucchi - Salute,,,,,Einzelausstellung,Sonderausstellung,,,,,Malerei,,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Cucchi, Enzo",,Maler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,21,9,,,21,10,,Vernissage,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Malerei,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Photographs, Phillips de Pury & Company, 19.4. -  205.4.",Photographs,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Modotti, Tina",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,19,4,,,205,4,,Vernissage,20,4,,,,,,,,,,Auktion,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Contemporary Art, Phillips de Pury & Company, 2.5.2005 -  12.5.2005",Contemporary Art,,,,,Gruppenausstellung,Sonderausstellung,,,,,Malerei,,Grafik,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Martin, Agnes",,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2005,,12,5,2005,Vernissage,7,5,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Malerei,Grafik,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Saturday @ Phillips, Phillips de Pury & Company, 3.4. -  8.4.",Saturday @ Phillips,,,,,Gruppenausstellung,Sonderausstellung,,,,,Installation,,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,8,4,,Auktion,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Installation,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"George Clinton & Parliament/Funkadelic, Phillips de Pury & Company",George Clinton & Parliament/Funkadelic,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Gurksy, Andreas",,Künstler:in,,"Clinton, George",Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,handschriftlich,,,,,,,,,,Preview,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Contemporary Art: Highlights Exhibition, Phillips de Pury & Company, 10.5.2005 -  24.5.2005",Contemporary Art,Highlights Exhibition,,,,Gruppenausstellung,Sonderausstellung,,,,,Malerei,,Fotografie,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Prince, Richard",,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2005,,24,5,2005,Vernissage,11,3,2005,,,,,,,,,Auktion,12,5,2005,,,,,,,,,Auktion,13,5,2005,,,,,,,,,,,,,Flyer,Malerei,Fotografie,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Saturday @ Phillips, Phillips de Pury & Company, 13.6. -  16.6.",Saturday @ Phillips,,,,,Gruppenausstellung,Sonderausstellung,,,,,Installation,,Design,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,13,6,,,16,6,,Auktion,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Installation,Design,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Phillips de Pury & Luxembourg],"Contemporary Art, Phillips de Pury & Company",Contemporary Art,,,,,Gruppenausstellung,Sonderausstellung,,,,,Malerei,,Installation,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auktion,16,11,2006,,,,,,,,,Auktion,17,11,2006,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Malerei,Installation,,,,,,,,,,,,,,,,
