,Name Kiste,Medientyp (Konvulut),Ressourcentyp,Titel (Konvulut),Beschreibung Konvolut,Ausstellungstitel 1,Untertitel 1,Ausstellung (GND),Ausstellungstitel 2,Untertitel 2,Ausstellungstyp 1,Ausstellungskategorie 1,Ausstellungstyp 2,Ausstellungskategorie ,Serie/Veranstaltungsreihe,Serie/Veranstaltungsreihe (GND),Genre 1,Genre 1 (GND),Genre 2,Genre 2 (GND),Genre 3,Genre 3 (GND),Genre 4,Genre 4 (GND),Genre 5,Genre 5 (GND),Ort der Ausstellung (geografisch) 1,Ort der Ausstellung (geografisch) 1 (GND),Ort der Ausstellung (geografisch) 2,Ort der Ausstellung (geografisch) 2 (GND),Ort der Ausstellung (geografisch) 3,Ort der Ausstellung (geografisch) 3 (GND),Ort der Ausstellung (geografisch) 4,Ort der Ausstellung (geografisch) 4 (GND),Ort der Ausstellung (Institution) 1,Ort der Ausstellung (Institution) (GND)1,Ort der Ausstellung (Institution) 2,Ort der Ausstellung (Institution) 3,Ort der Ausstellung (Institution) 4,Ort der Ausstellung (Institution) 5,Ort der Ausstellung (Institution) 6,Ort der Ausstellung (Institution) 7,Aktuell Ort der Ausstellung (Institution) 1,Aktuell Ort der Ausstellung (Institution) 2,Aktuell Ort der Ausstellung (Institution) 3,Erscheinungsort,Originaltitel,Beteiligte Person 1 (Name),Beteiligte Person 1 (GND-Nummer),Beteiligte Person 1 (Rolle 1),Beteiligte Person 1 (Rolle 2),Beteiligte Person 2 (Name),Beteiligte Person 2 (GND-Nummer),Beteiligte Person 2 (Rolle 1),Beteiligte Person 3,Rolle,Beteiligte Person 4,Rolle,Beteiligte Person 5,Rolle,Beteiligte Person 6,Rolle,Beteiligte Person 7,Rolle,Beteiligte Person 7,Rolle,Beteiligte Person 8,Rolle,Beteiligte Person 9,Rolle,Beteiligte Person 10,Rolle,Beteiligte Person 11,Rolle,Beteiligte Person 12,Rolle,Beteiligte Person 13,Rolle,Beteiligte Person 14,Rolle,Beteiligte Person 15,Rolle,Beteiligte Person 16,Rolle,Beteiligte Person 17,Rolle,Beteiligte Person 18,Rolle,Beteiligte Person 19,Rolle,Beteiligte Person 20,Rolle,Beteiligte Person 21,Rolle,Beteiligte Person 22,Rolle,Beteiligte Person 23,Rolle,Beteiligte Person 24,Rolle,Beteiligte Person 25,Rolle,Beteiligte Person 26,Rolle,Beteiligte Person 27,Rolle,Beteiligte Person 28,Rolle,Beteiligte Person 29,Rolle,Beteiligte Person 30,Rolle,Beteiligte Person 31,Rolle,Beteiligte Person 32,Rolle,Beteiligte Person 33,Rolle,Beteiligte Person 34,Rolle,Beteiligte Person 35,Rolle,Beteiligte Person 36,GND,Rolle,Beteiligte Person 37,Rolle,Beteiligte Person 38,Rolle,Beteiligte Person 39,Rolle,Beteiligte Person 40,Rolle,Beteiligte Person 41,Rolle,Beteiligte Person 42,Rolle,Beteiligte Person 43,Rolle,Beteiligte Person 44,Rolle,Beteiligte Person 45,Rolle,Beteiligte Person 46,Rolle,Beteiligte Person 47,Rolle,Beteiligte Person 48,Rolle,Beteiligte Person 49,Rolle,Beteiligte Person 50,Rolle,Beteiligte Person 51,Rolle,Beteiligte Person 52,Rolle,Beteiligte Person 53,Rolle,Beteiligte Person 54,Rolle,Beteiligte Körperschaft 1,Rolle,Beteiligte Körperschaft 2,,Viaf,Rolle,Beteiligte Körperschaft 3,Rolle,Beteiligte Körperschaft 4,Rolle,Beteiligte Körperschaft 5,Rolle,Beteiligte Körperschaft 6,Rolle,Beteiligte Körperschaft 7,Rolle,Beteiligte Körperschaft 8,Rolle,Aktuell Beteiligte Körperschaft 1,Aktuell Beteiligte Körperschaft 2,Aktuell Beteiligte Körperschaft 3,Zusatz Beteiligte Körperschaft 1,Datierung,Widmung F. C. Gundlach,Widmung Andere,Ausstellungsdatum (von...) 1,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 1,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 1",Tag,Monat,Jahr,Ausstellungsdatum (von...) 2,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 2,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 2",Tag,Monat,Jahr,Ausstellungsdatum (von...) 3,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 3,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 3",Tag,Monat,Jahr,Ausstellungsdatum (von...) 4,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 4,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 4",Tag,Monat,Jahr,Schlagwort 1,Schlagwort 2,Schlagwörter 3,Schlagwörter 4,Schlagwort 5,Schlagwort 6,Beschreibung,Sprache 1,Sprache 2,Sprache 3,Signatur,RVK-Notation,K10PlusPPN,SWB-ID,Sachgebiet/SSG Nummer/FID-Kennzeichen ,Permalink,DOI-Digitalisat ,Weblink/URL,Ressource
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - MoMa],"Pictures of the Times: A Century of Photography from The New York , Museum of Modern Art, 27.6.1996 -  8.10.1996",Pictures of the Times: A Century of Photography from The New York ,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,"The Museum of Modern Art (New York, NY)",1007559-8,American Museum of Natural History,The New York Public Library,The Pierpont Morgan Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum of Modern Art,Veranstalter,The New York Times,,,Kooperationspartner:in,American Museum of Natural History,Kooperationspartner:in,The New York Public Library,Kooperationspartner:in,The Pierpont Morgan Library,Kooperationspartner:in,,,,,,,,,,,,,,,27,6,1996,,8,10,1996,Vernissage,26,6,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - MoMa],"The Armory Show 05 - The International Fair of New Art, Museum of Modern Art",The Armory Show 05 - The International Fair of New Art,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,,Design,,Malerei,,Grafik,,Installation,,New York,4042011-5,,,,,,,"The Museum of Modern Art (New York, NY)",1007559-8,,,,,,,,,,,,"Nordström, Jockum",,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum of Modern Art,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernissage,10,3,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - MoMa],"Thomas Demand, Museum of Modern Art, 4.3.2005 -  30.3.2005",Thomas Demand,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,"The Museum of Modern Art (New York, NY)",1007559-8,,,,,,,,,,,,"Demand, Thomas",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum of Modern Art,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2005,,30,3,2005,Vernissage,2,3,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - MoMa],"The Armory Show 2003, Museum of Modern Art, 7.3.2003 -  10.3.2003",The Armory Show 2003,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,,Design,,Malerei,,Grafik,,Installation,,New York,4042011-5,,,,,,,"The Museum of Modern Art (New York, NY)",1007559-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum of Modern Art,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2003,,10,3,2003,Vernissage,6,3,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - MoMa],"To Benefit The Department of Prints and Illustrated Books of The Museum of Modern Art, Museum of Modern Art, 3.11.2005 -  6.11.2005",To Benefit The Department of Prints and Illustrated Books of The Museum of Modern Art,,,,,Gruppenausstellung,Sonderausstellung,,,15th annual ifpdaprintfair,,Grafik,,,,,,,,,,New York,4042011-5,,,,,,,"The Museum of Modern Art (New York, NY)",1007559-8,,,,,,,,,,,,"Smith, Kiki",,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum of Modern Art,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,3,11,2005,,6,11,2005,Vernissage,2,11,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - MoMa],"To Benefit The Department of Prints and Illustrated Books of The Museum of Modern Art, Museum of Modern Art, 4.11.2004 -  7.11.2004",To Benefit The Department of Prints and Illustrated Books of The Museum of Modern Art,,,,,Gruppenausstellung,Sonderausstellung,,,14th annual ifpdaprintfair,,Grafik,,,,,,,,,,New York,4042011-5,,,,,,,"The Museum of Modern Art (New York, NY)",1007559-8,,,,,,,,,,,,"Winters, Terry",,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum of Modern Art,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,4,11,2004,,7,11,2004,Vernissage,3,11,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - MoMa],"Andreas Gursky, Museum of Modern Art",Andreas Gursky,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,,,,,,,,,,New York,4042011-5,,,,,,,"The Museum of Modern Art (New York, NY)",1007559-8,,,,,,,,,,,,"Gursky, Andreas",,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum of Modern Art,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernissage,28,2,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - MoMa],"Mount St. Helens: Photographs by Frank Gohlke, Museum of Modern Art, 29.6.2005 -  26.9.2005",Mount St. Helens: Photographs by Frank Gohlke,,,New Work/New Acquisitions,,Einzelausstellung,Sonderausstellung,Einzelausstellung,Sonderausstellung,,,Fotografie,,Installation,,Medienkunst,,,,,,New York,4042011-5,,,,,,,"The Museum of Modern Art (New York, NY)",1007559-8,,,,,,,,,,,,"Gohlke, Frank",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum of Modern Art,Veranstalter,The John Szarkowski Publications Fund,Kooperationspartner,,,,,,,,,,,,,,,,,,,,,,,29,6,2005,,26,9,2005,Vernissage,28,6,2005,,29,6,2005,,26,9,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Tod Papageorge - American Sports 1970, Pace/MacGill Gallery, 11.6.2008 -  28.8.2008",Tod Papageorge - American Sports 1970,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Papageorge, Tod",132902982,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,11,6,2008,,28,8,2008,Vernissage,11,6,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Thomas Hoepker: Muhammad Ali, Pace/MacGill Gallery, 1.5.2004 -  29.5.2004",Thomas Hoepker: Muhammad Ali,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Höpker, Thomas",118631063,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,"Magnum Photos, Inc.",,,Kooperationspartner,,,,,,,,,,,,,,,,,,,,,1,5,2004,,29,5,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Chuck Close: Maquettes and Multi-Part Work (1966-2009), Pace/MacGill Gallery, 7.5.2009 -  6.6.2009",Chuck Close: Maquettes and Multi-Part Work (1966-2009),,,,,Einzelausstellung,Sonderausstellung,,,,,Malerei,4037220-0,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Close, Chuck",118871404,Maler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,7,5,2009,,6,6,2009,Vernissage,6,4,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Malerei,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Adou, Pace/MacGill Gallery, 15.1.2009 -  14.2.2009",Adou,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,Adou,,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,15,1,2009,,14,2,2009,Vernissage,22,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"The Long Arm of Coincidence: Selections from the Rosalind and Melvin Jacobs Collection, Pace/MacGill Gallery, 2.4.2009 -  2.5.2009",The Long Arm of Coincidence,Selections from the Rosalind and Melvin Jacobs Collection,,,,Gruppenausstellung,Sonderausstellung,,,,,Malerei,4037220-0,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,Rosalind and Melvin Jacobs Collection,,,Kooperationspartner,,,,,,,,,,,,,,,,,,,,,2,4,2009,,2,5,2009,Vernissage,2,4,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Malerei,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"David Goldblatt - The Transported of KwaNdebele: A South African Odyssey, 1983-1984: Ex-Offenders at the Scene of Crime, 2008-2015, Pace/MacGill Gallery, 14.9.2016 -  29.10.2016","David Goldblatt - The Transported of KwaNdebele: A South African Odyssey, 1983-1984","Ex-Offenders at the Scene of Crime, 2008-2015",,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Goldblatt, David",122071131,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,14,9,2016,,29,10,2016,Vernissage,14,9,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Snapshot Stories: From the Collection of Robert E. Jackson, Pace/MacGill Gallery, 20.6.2013 -  21.8.2013",Snapshot Stories,From the Collection of Robert E. Jackson,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Jackson, Robert E.",134170903,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,20,6,2013,,21,8,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Lee Friedlander - Nudes, Pace/MacGill Gallery, 26.10.2012 -  22.12.2012",Lee Friedlander - Nudes,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Friedlander, Lee",119292491,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,26,10,2012,,22,12,2012,Vernissage,27,10,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Lee Friedlander - Mannequin, Pace/MacGill Gallery, 26.10.2012 -  22.12.2012",Lee Friedlander - Mannequin,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Friedlander, Lee",119292491,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,26,10,2012,,22,12,2012,Vernissage,27,10,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Irving Penn - On Assignment, Pace/MacGill Gallery, 13.9.2013 -  26.10.2013",Irving Penn - On Assignment,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Penn, Irving",118739891,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,13,9,2013,,26,10,2013,Vernissage,12,9,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Judith Joy Ross - Protest The War, Pace/MacGill Gallery, 4.9.2008 -  11.10.2008",Judith Joy Ross - Protest The War,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Ross, Judith Joy",119368811,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,4,9,2008,,11,10,2008,Vernissage,10,9,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Ralf Schmerberg's Hommage A Noir, Pace/MacGill Gallery",Ralf Schmerberg's Hommage A Noir,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Schmerberg, Ralf",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,radical.media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernissage,16,9,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Fazal Sheikh - Portraits, Pace/MacGill Gallery, 8.12.1994 -  7.1.1995",Fazal Sheikh - Portraits,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Sheikh, Fazal",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,8,12,1994,,7,1,1995,Vernissage,8,12,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Irving Penn - Present Concerns, Pace/MacGill Gallery, 29.1.2004 -  20.3.2004",Irving Penn - Present Concerns,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Penn, Irving",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,29,1,2004,,20,3,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Pace/MacGill Gallery],"Fazal Sheikh - Simpatia: Photographs of Brazil, Pace/MacGill Gallery, 5.9.2002 -  19.10.2002",Fazal Sheikh - Simpatia: Photographs of Brazil,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Pace/MacGill Gallery,3017805-8,,,,,,,,,,,,"Sheikh, Fazal",,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pace/MacGill Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,5,9,2002,,19,10,2002,Vernissage,5,9,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
